agent_name,cherries_eaten,total_moves,agent_runtime,max_moves_without_cherry,grid_width,grid_height
random,5,5402,0.003388,4500,30,30
random,3,3764,0.002709,4500,30,30
random,3,5367,0.001338,4500,30,30
random,1,6684,0.001970,4500,30,30
random,3,7034,0.003950,4500,30,30
random,3,4212,0.002394,4500,30,30
manhattan,77,1937,0.001911,4500,30,30
manhattan,27,608,0.000557,4500,30,30
manhattan,28,617,0.000564,4500,30,30
manhattan,13,292,0.000285,4500,30,30
manhattan,63,1423,0.001466,4500,30,30
manhattan,33,740,0.000782,4500,30,30
manhattan,54,1275,0.001252,4500,30,30
manhattan,43,974,0.001013,4500,30,30
manhattan,51,1115,0.001053,4500,30,30
manhattan,47,996,0.000962,4500,30,30
dfs,14,3600,0.003694,4500,30,30
dfs,13,3345,0.003341,4500,30,30
dfs,49,11982,0.012457,4500,30,30
dfs,7,1880,0.001511,4500,30,30
dfs,17,5309,0.004765,4500,30,30
dfs,20,5413,0.005800,4500,30,30
dfs,32,8212,0.008182,4500,30,30
dfs,25,6717,0.006363,4500,30,30
dfs,21,5557,0.006022,4500,30,30
dfs,27,7326,0.007964,4500,30,30
ida_dfs,65,1730,0.505641,4500,30,30
ida_dfs,77,2330,0.674637,4500,30,30
ida_dfs,45,1299,0.325059,4500,30,30
ida_dfs,104,3357,1.029006,4500,30,30
ida_dfs,41,1298,0.371475,4500,30,30
ida_dfs,76,2394,0.825485,4500,30,30
ida_dfs,58,1595,0.348625,4500,30,30
ida_dfs,117,3630,1.071918,4500,30,30
ida_dfs,45,1097,0.232307,4500,30,30
ida_dfs,73,2202,0.749857,4500,30,30
raw_hamilton,897,195381,0.185614,4500,30,30
raw_hamilton,897,199302,0.202359,4500,30,30
raw_hamilton,897,196367,0.197885,4500,30,30
raw_hamilton,897,199875,0.197876,4500,30,30
raw_hamilton,897,199627,0.194061,4500,30,30
raw_hamilton,897,199505,0.205171,4500,30,30
raw_hamilton,897,203834,0.206268,4500,30,30
raw_hamilton,897,200071,0.201858,4500,30,30
raw_hamilton,897,207850,0.212125,4500,30,30
raw_hamilton,897,199671,0.193681,4500,30,30
smart_snako,897,79626,132.392165,4500,30,30
smart_snako,897,82376,136.795138,4500,30,30
smart_snako,897,79958,132.877743,4500,30,30
smart_snako,897,80421,132.492161,4500,30,30
smart_snako,897,81205,131.128947,4500,30,30
smart_snako,897,80150,131.005609,4500,30,30
smart_snako,897,81578,136.914568,4500,30,30
smart_snako,897,80868,129.893763,4500,30,30
smart_snako,897,81592,123.991019,4500,30,30
smart_snako,897,82076,133.012728,4500,30,30
random,3,3817,0.002736,4500,30,30
random,2,1297,0.000710,4500,30,30
random,3,6727,0.004466,4500,30,30
random,3,4163,0.000697,4500,30,30
random,1,1986,0.000302,4500,30,30
random,3,3676,0.001315,4500,30,30
random,2,5610,0.004016,4500,30,30
random,3,8376,0.003669,4500,30,30
random,2,3251,0.002231,4500,30,30
random,2,2458,0.000312,4500,30,30
manhattan,28,655,0.000668,4500,30,30
manhattan,56,1336,0.001397,4500,30,30
manhattan,33,649,0.000638,4500,30,30
manhattan,36,794,0.000706,4500,30,30
manhattan,49,1096,0.001114,4500,30,30
manhattan,23,492,0.000423,4500,30,30
manhattan,28,649,0.000680,4500,30,30
manhattan,23,528,0.000553,4500,30,30
manhattan,55,1477,0.001360,4500,30,30
manhattan,14,222,0.000192,4500,30,30
dfs,18,5476,0.005058,4500,30,30
dfs,7,2457,0.002630,4500,30,30
dfs,5,1642,0.003538,4500,30,30
dfs,25,5810,0.005874,4500,30,30
dfs,27,7017,0.006781,4500,30,30
dfs,24,5633,0.007863,4500,30,30
dfs,26,6616,0.006739,4500,30,30
dfs,46,12351,0.013400,4500,30,30
dfs,23,5822,0.007137,4500,30,30
dfs,18,4482,0.004063,4500,30,30
ida_dfs,68,1933,0.512867,4500,30,30
ida_dfs,78,2139,0.540683,4500,30,30
ida_dfs,143,5019,2.741504,4500,30,30
ida_dfs,66,2045,0.558025,4500,30,30
ida_dfs,82,2663,0.653381,4500,30,30
ida_dfs,78,2601,0.875341,4500,30,30
ida_dfs,56,1843,0.506341,4500,30,30
ida_dfs,71,2183,0.848014,4500,30,30
ida_dfs,20,693,0.301031,4500,30,30
ida_dfs,71,1909,0.480081,4500,30,30
raw_hamilton,897,202154,0.199090,4500,30,30
raw_hamilton,897,202158,0.203297,4500,30,30
raw_hamilton,897,192827,0.193319,4500,30,30
raw_hamilton,897,193415,0.185221,4500,30,30
raw_hamilton,897,195976,0.187320,4500,30,30
raw_hamilton,897,199673,0.194610,4500,30,30
raw_hamilton,897,194423,0.189376,4500,30,30
raw_hamilton,897,204177,0.196821,4500,30,30
raw_hamilton,897,209155,0.206362,4500,30,30
raw_hamilton,897,191669,0.195614,4500,30,30
smart_snako,897,79344,123.110933,4500,30,30
smart_snako,897,79587,124.448729,4500,30,30
smart_snako,897,78826,128.407321,4500,30,30
smart_snako,897,79652,113.006408,4500,30,30
smart_snako,897,80975,114.328161,4500,30,30
smart_snako,897,86929,115.133900,4500,30,30
smart_snako,897,80178,115.222281,4500,30,30
smart_snako,897,78131,112.613100,4500,30,30
smart_snako,897,78891,116.711848,4500,30,30
smart_snako,897,79641,114.135105,4500,30,30
random,3,1671,0.000726,4500,30,30
random,1,1664,0.001186,4500,30,30
random,1,1417,0.000654,4500,30,30
random,2,3438,0.001897,4500,30,30
random,3,4293,0.003446,4500,30,30
random,1,2594,0.000849,4500,30,30
random,1,1761,0.002515,4500,30,30
random,3,4294,0.001394,4500,30,30
random,1,4501,0.002978,4500,30,30
random,5,3321,0.002277,4500,30,30
manhattan,39,833,0.000708,4500,30,30
manhattan,46,1042,0.001052,4500,30,30
manhattan,56,1440,0.001349,4500,30,30
manhattan,26,611,0.000540,4500,30,30
manhattan,25,638,0.000604,4500,30,30
manhattan,54,1251,0.001132,4500,30,30
manhattan,28,524,0.000555,4500,30,30
manhattan,37,969,0.000919,4500,30,30
manhattan,26,424,0.000397,4500,30,30
manhattan,26,585,0.000589,4500,30,30
dfs,16,4349,0.003812,4500,30,30
dfs,15,3597,0.003532,4500,30,30
dfs,17,4903,0.004327,4500,30,30
dfs,19,4233,0.003573,4500,30,30
