agent_name,cherries_eaten,total_moves,agent_runtime,max_moves_without_cherry,grid_width,grid_height
ida_dfs,37,956,0.194506,4500,30,30
ida_dfs,26,791,0.171211,4500,30,30
ida_dfs,105,3244,0.975511,4500,30,30
ida_dfs,52,1756,0.580782,4500,30,30
ida_dfs,77,2488,0.725698,4500,30,30
raw_hamilton,897,201065,0.179829,4500,30,30
raw_hamilton,897,206987,0.194752,4500,30,30
raw_hamilton,897,200795,0.179469,4500,30,30
raw_hamilton,897,207722,0.189089,4500,30,30
raw_hamilton,897,196130,0.177263,4500,30,30
raw_hamilton,897,198270,0.198399,4500,30,30
raw_hamilton,897,202874,0.178710,4500,30,30
raw_hamilton,897,195388,0.175194,4500,30,30
raw_hamilton,897,205124,0.186783,4500,30,30
raw_hamilton,897,201035,0.179016,4500,30,30
smart_snako,897,85326,119.484077,4500,30,30
smart_snako,897,80404,115.073429,4500,30,30
smart_snako,897,78648,117.324784,4500,30,30
smart_snako,897,79930,120.331337,4500,30,30
smart_snako,897,80166,129.980591,4500,30,30
smart_snako,897,80580,124.835038,4500,30,30
smart_snako,897,82301,128.906711,4500,30,30
smart_snako,897,79854,140.175402,4500,30,30
smart_snako,897,84401,126.474723,4500,30,30
smart_snako,897,80497,117.387045,4500,30,30
random,3,2606,0.002017,4500,30,30
random,2,1973,0.001427,4500,30,30
random,2,2578,0.001430,4500,30,30
random,3,3333,0.001283,4500,30,30
random,2,1051,0.000409,4500,30,30
random,1,4787,0.001650,4500,30,30
random,5,6758,0.002368,4500,30,30
random,2,4600,0.002201,4500,30,30
random,3,4657,0.002302,4500,30,30
random,4,2045,0.001287,4500,30,30
manhattan,27,588,0.000529,4500,30,30
manhattan,42,920,0.000789,4500,30,30
manhattan,25,517,0.000481,4500,30,30
manhattan,19,426,0.000411,4500,30,30
manhattan,81,1866,0.001908,4500,30,30
manhattan,36,737,0.000625,4500,30,30
manhattan,37,906,0.000858,4500,30,30
manhattan,21,459,0.000477,4500,30,30
manhattan,26,570,0.000481,4500,30,30
manhattan,34,741,0.000698,4500,30,30
dfs,19,4719,0.004428,4500,30,30
dfs,20,4874,0.005537,4500,30,30
dfs,32,8638,0.010222,4500,30,30
dfs,19,5169,0.004524,4500,30,30
dfs,12,2990,0.003242,4500,30,30
dfs,7,2410,0.002451,4500,30,30
dfs,8,2123,0.002871,4500,30,30
dfs,33,8693,0.008589,4500,30,30
dfs,23,5876,0.005837,4500,30,30
dfs,19,5165,0.004512,4500,30,30
ida_dfs,40,1173,0.427646,4500,30,30
ida_dfs,121,3995,1.358854,4500,30,30
ida_dfs,53,1389,0.264187,4500,30,30
ida_dfs,94,2944,0.825359,4500,30,30
ida_dfs,84,2602,0.805983,4500,30,30
ida_dfs,102,3369,0.976617,4500,30,30
ida_dfs,106,3067,0.935526,4500,30,30
ida_dfs,46,1543,0.395873,4500,30,30
ida_dfs,83,2397,0.633403,4500,30,30
ida_dfs,78,2292,0.521864,4500,30,30
raw_hamilton,897,206534,0.188698,4500,30,30
raw_hamilton,897,200019,0.177508,4500,30,30
raw_hamilton,897,204090,0.180909,4500,30,30
raw_hamilton,897,202020,0.183813,4500,30,30
raw_hamilton,897,199228,0.181681,4500,30,30
raw_hamilton,897,202431,0.187416,4500,30,30
raw_hamilton,897,201492,0.181707,4500,30,30
raw_hamilton,897,195658,0.175064,4500,30,30
raw_hamilton,897,203723,0.182364,4500,30,30
raw_hamilton,897,204394,0.185155,4500,30,30
smart_snako,897,84778,125.967959,4500,30,30
smart_snako,897,80231,118.398210,4500,30,30
smart_snako,897,79908,116.777934,4500,30,30
smart_snako,897,78880,116.547595,4500,30,30
smart_snako,897,78964,122.605551,4500,30,30
smart_snako,897,78295,114.941081,4500,30,30
smart_snako,897,80461,118.308526,4500,30,30
smart_snako,897,76915,114.384290,4500,30,30
smart_snako,897,82643,116.022197,4500,30,30
smart_snako,897,81885,118.689879,4500,30,30
random,3,3570,0.002049,4500,30,30
random,5,2845,0.001290,4500,30,30
random,2,4847,0.001620,4500,30,30
random,0,4501,0.002773,4500,30,30
random,5,1266,0.000551,4500,30,30
random,3,6331,0.002777,4500,30,30
random,4,1801,0.000862,4500,30,30
random,1,5019,0.003858,4500,30,30
random,3,5523,0.002930,4500,30,30
random,5,3178,0.001524,4500,30,30
manhattan,50,1048,0.001080,4500,30,30
manhattan,41,1023,0.001002,4500,30,30
manhattan,28,549,0.000423,4500,30,30
manhattan,35,724,0.000738,4500,30,30
manhattan,58,1353,0.001378,4500,30,30
manhattan,47,985,0.000996,4500,30,30
manhattan,59,1474,0.001382,4500,30,30
manhattan,36,757,0.000720,4500,30,30
manhattan,58,1209,0.001274,4500,30,30
manhattan,71,1836,0.001844,4500,30,30
dfs,12,3488,0.003861,4500,30,30
dfs,16,3880,0.003453,4500,30,30
dfs,23,5106,0.004821,4500,30,30
dfs,5,1281,0.001590,4500,30,30
dfs,19,4831,0.004197,4500,30,30
dfs,18,4320,0.003536,4500,30,30
dfs,13,4310,0.002892,4500,30,30
dfs,19,3830,0.004383,4500,30,30
dfs,10,2750,0.002738,4500,30,30
dfs,7,2124,0.002309,4500,30,30
ida_dfs,97,2891,0.861065,4500,30,30
ida_dfs,38,1135,0.273116,4500,30,30
ida_dfs,57,1580,0.321885,4500,30,30
ida_dfs,71,2085,0.550292,4500,30,30
ida_dfs,95,2715,0.717997,4500,30,30
ida_dfs,73,2272,1.073283,4500,30,30
ida_dfs,94,2749,0.758993,4500,30,30
ida_dfs,47,1469,0.343922,4500,30,30
ida_dfs,82,2609,0.682216,4500,30,30
ida_dfs,85,2578,0.789115,4500,30,30
raw_hamilton,897,200151,0.177366,4500,30,30
raw_hamilton,897,197652,0.174258,4500,30,30
raw_hamilton,897,206858,0.185318,4500,30,30
raw_hamilton,897,195262,0.174091,4500,30,30
raw_hamilton,897,203295,0.178911,4500,30,30
raw_hamilton,897,205891,0.192542,4500,30,30
raw_hamilton,897,199545,0.180185,4500,30,30
raw_hamilton,897,199819,0.187577,4500,30,30
raw_hamilton,897,197195,0.178953,4500,30,30
raw_hamilton,897,198496,0.179002,4500,30,30
smart_snako,897,84368,121.255706,4500,30,30
smart_snako,897,80649,116.304364,4500,30,30
smart_snako,897,78931,115.038239,4500,30,30
smart_snako,897,80155,117.767418,4500,30,30
smart_snako,897,80882,113.760100,4500,30,30
smart_snako,897,83963,119.615128,4500,30,30
smart_snako,897,79901,117.073762,4500,30,30
smart_snako,897,81356,117.693999,4500,30,30
smart_snako,897,81808,120.060833,4500,30,30
smart_snako,897,78808,116.015591,4500,30,30
random,5,5669,0.003129,4500,30,30
random,4,4834,0.001290,4500,30,30
random,4,5699,0.003096,4500,30,30
random,1,594,0.000189,4500,30,30
random,1,2420,0.001772,4500,30,30
random,2,3276,0.001407,4500,30,30
random,1,2707,0.001146,4500,30,30
random,4,3333,0.001498,4500,30,30
random,1,3752,0.001895,4500,30,30
random,4,3745,0.002072,4500,30,30
manhattan,43,1039,0.000883,4500,30,30
manhattan,34,688,0.000661,4500,30,30
manhattan,20,492,0.000501,4500,30,30
manhattan,19,517,0.000427,4500,30,30
manhattan,69,1791,0.001662,4500,30,30
manhattan,32,657,0.000626,4500,30,30
manhattan,28,636,0.000613,4500,30,30
manhattan,26,583,0.000542,4500,30,30
manhattan,46,1075,0.000853,4500,30,30
manhattan,32,706,0.000622,4500,30,30
dfs,6,1909,0.001736,4500,30,30
dfs,23,5394,0.005153,4500,30,30
dfs,17,5080,0.005101,4500,30,30
dfs,19,5064,0.005490,4500,30,30
dfs,18,4900,0.004947,4500,30,30
dfs,25,6384,0.006856,4500,30,30
dfs,26,6397,0.006007,4500,30,30
dfs,15,4533,0.004236,4500,30,30
dfs,16,4247,0.004263,4500,30,30
dfs,23,5597,0.005580,4500,30,30
ida_dfs,105,3277,1.022681,4500,30,30
ida_dfs,61,1832,0.465123,4500,30,30
ida_dfs,65,1734,0.357793,4500,30,30
ida_dfs,76,2158,0.563949,4500,30,30
ida_dfs,72,2122,0.537059,4500,30,30
ida_dfs,107,3321,1.219411,4500,30,30
ida_dfs,94,3033,1.109207,4500,30,30
ida_dfs,112,3537,1.296419,4500,30,30
ida_dfs,88,3168,1.064284,4500,30,30
ida_dfs,97,2730,0.782255,4500,30,30
raw_hamilton,897,201140,0.188160,4500,30,30
raw_hamilton,897,207166,0.189679,4500,30,30
raw_hamilton,897,198971,0.183335,4500,30,30
raw_hamilton,897,203158,0.219125,4500,30,30
raw_hamilton,897,202583,0.183631,4500,30,30
raw_hamilton,897,204505,0.186781,4500,30,30
raw_hamilton,897,196648,0.175194,4500,30,30
raw_hamilton,897,203896,0.183963,4500,30,30
raw_hamilton,897,209334,0.188241,4500,30,30
raw_hamilton,897,204552,0.183724,4500,30,30
smart_snako,897,80123,117.866984,4500,30,30
smart_snako,897,83404,116.723589,4500,30,30
smart_snako,897,82476,120.312367,4500,30,30
smart_snako,897,79646,113.374999,4500,30,30
smart_snako,897,80491,115.062357,4500,30,30
smart_snako,897,79991,114.070241,4500,30,30
smart_snako,897,82889,118.323937,4500,30,30
smart_snako,897,82841,122.075785,4500,30,30
smart_snako,897,83720,118.971901,4500,30,30
smart_snako,897,81532,116.723099,4500,30,30
random,1,2641,0.001072,4500,30,30
random,3,3355,0.001876,4500,30,30
random,2,3788,0.001678,4500,30,30
random,5,4321,0.001958,4500,30,30
random,1,2358,0.000810,4500,30,30
random,1,2872,0.001687,4500,30,30
random,2,1546,0.000896,4500,30,30
random,3,2718,0.001398,4500,30,30
random,1,2668,0.002076,4500,30,30
random,3,3873,0.001130,4500,30,30
manhattan,39,873,0.000777,4500,30,30
manhattan,18,353,0.000337,4500,30,30
manhattan,47,983,0.000954,4500,30,30
manhattan,71,1759,0.001761,4500,30,30
manhattan,55,1245,0.001253,4500,30,30
manhattan,51,1038,0.000991,4500,30,30
manhattan,41,954,0.000889,4500,30,30
manhattan,31,640,0.000531,4500,30,30
manhattan,19,339,0.000264,4500,30,30
manhattan,25,575,0.000508,4500,30,30
dfs,21,5324,0.005331,4500,30,30
dfs,20,4654,0.004981,4500,30,30
dfs,25,6396,0.005346,4500,30,30
dfs,26,5410,0.005267,4500,30,30
dfs,9,2508,0.002828,4500,30,30
dfs,8,1725,0.001504,4500,30,30
dfs,17,4552,0.004466,4500,30,30
dfs,19,4927,0.004430,4500,30,30
dfs,12,3041,0.002786,4500,30,30
dfs,11,2561,0.001842,4500,30,30
ida_dfs,76,2103,0.554997,4500,30,30
ida_dfs,103,3115,1.151260,4500,30,30
ida_dfs,109,3398,1.230843,4500,30,30
ida_dfs,92,2956,1.237923,4500,30,30
ida_dfs,117,3758,1.111245,4500,30,30
ida_dfs,83,2519,0.701163,4500,30,30
ida_dfs,94,2895,1.037887,4500,30,30
ida_dfs,98,3325,1.587471,4500,30,30
ida_dfs,73,2311,1.053933,4500,30,30
ida_dfs,86,2294,0.608389,4500,30,30
raw_hamilton,897,195204,0.175495,4500,30,30
raw_hamilton,897,204844,0.189503,4500,30,30
raw_hamilton,897,204748,0.182661,4500,30,30
raw_hamilton,897,207881,0.188105,4500,30,30
raw_hamilton,897,203092,0.182486,4500,30,30
raw_hamilton,897,199816,0.181076,4500,30,30
raw_hamilton,897,201078,0.176409,4500,30,30
raw_hamilton,897,194764,0.176242,4500,30,30
raw_hamilton,897,202830,0.182407,4500,30,30
raw_hamilton,897,201688,0.184273,4500,30,30
smart_snako,897,80510,118.731615,4500,30,30
smart_snako,897,82322,119.296128,4500,30,30
smart_snako,897,82943,119.689353,4500,30,30
smart_snako,897,81429,116.194800,4500,30,30
smart_snako,897,82897,115.934593,4500,30,30
smart_snako,897,82069,117.753378,4500,30,30
smart_snako,897,78216,113.360059,4500,30,30
smart_snako,897,80609,116.763132,4500,30,30
smart_snako,897,81067,115.603627,4500,30,30
smart_snako,897,78993,112.557696,4500,30,30
random,3,7665,0.005109,4500,30,30
random,3,2565,0.001910,4500,30,30
random,2,1707,0.001031,4500,30,30
random,4,4950,0.003103,4500,30,30
random,6,2211,0.001119,4500,30,30
random,3,4712,0.001493,4500,30,30
random,3,2709,0.001146,4500,30,30
random,4,7117,0.002650,4500,30,30
random,1,2225,0.001171,4500,30,30
random,6,6925,0.002278,4500,30,30
manhattan,31,721,0.000690,4500,30,30
manhattan,31,676,0.000607,4500,30,30
manhattan,33,757,0.000714,4500,30,30
manhattan,42,905,0.000858,4500,30,30
manhattan,28,642,0.000606,4500,30,30
manhattan,19,370,0.000356,4500,30,30
manhattan,24,451,0.000434,4500,30,30
manhattan,28,587,0.000596,4500,30,30
manhattan,51,1131,0.001110,4500,30,30
manhattan,41,906,0.000882,4500,30,30
dfs,20,5607,0.006077,4500,30,30
dfs,23,4696,0.004859,4500,30,30
dfs,23,6586,0.007056,4500,30,30
dfs,15,4211,0.003712,4500,30,30
dfs,27,7055,0.007114,4500,30,30
dfs,18,4944,0.005056,4500,30,30
dfs,11,3108,0.003140,4500,30,30
dfs,20,5352,0.004441,4500,30,30
dfs,25,6634,0.006213,4500,30,30
dfs,8,2737,0.001812,4500,30,30
ida_dfs,106,3402,1.243733,4500,30,30
ida_dfs,80,2387,0.803930,4500,30,30
ida_dfs,101,3059,1.247579,4500,30,30
ida_dfs,52,1401,0.303310,4500,30,30
ida_dfs,62,1854,0.875142,4500,30,30
ida_dfs,87,2679,0.575309,4500,30,30
ida_dfs,75,2251,0.622665,4500,30,30
ida_dfs,45,1574,0.449145,4500,30,30
ida_dfs,102,2958,0.783449,4500,30,30
ida_dfs,96,3262,1.297989,4500,30,30
raw_hamilton,897,200748,0.179254,4500,30,30
raw_hamilton,897,200043,0.180917,4500,30,30
raw_hamilton,897,206883,0.187651,4500,30,30
raw_hamilton,897,207343,0.188977,4500,30,30
raw_hamilton,897,205477,0.186367,4500,30,30
raw_hamilton,897,199416,0.181652,4500,30,30
raw_hamilton,897,202059,0.187205,4500,30,30
raw_hamilton,897,197263,0.177262,4500,30,30
raw_hamilton,897,208600,0.186040,4500,30,30
raw_hamilton,897,211275,0.186186,4500,30,30
smart_snako,897,80411,118.735603,4500,30,30
smart_snako,897,82047,119.319390,4500,30,30
smart_snako,897,84927,119.889162,4500,30,30
smart_snako,897,84425,122.285521,4500,30,30
smart_snako,897,79103,115.160226,4500,30,30
smart_snako,897,83019,121.049041,4500,30,30
smart_snako,897,81111,118.171516,4500,30,30
smart_snako,897,82504,121.921783,4500,30,30
smart_snako,897,80214,116.488759,4500,30,30
smart_snako,897,81035,116.045847,4500,30,30
random,3,2089,0.001592,4500,30,30
random,5,2973,0.001862,4500,30,30
random,4,5587,0.003414,4500,30,30
random,2,7432,0.002772,4500,30,30
random,0,4501,0.003229,4500,30,30
random,2,1239,0.000939,4500,30,30
random,5,1728,0.001098,4500,30,30
random,3,1536,0.000575,4500,30,30
random,1,3526,0.002397,4500,30,30
random,1,2797,0.001019,4500,30,30
manhattan,31,620,0.000630,4500,30,30
manhattan,37,704,0.000673,4500,30,30
manhattan,19,275,0.000272,4500,30,30
manhattan,46,1008,0.000952,4500,30,30
manhattan,25,518,0.000528,4500,30,30
manhattan,31,649,0.000574,4500,30,30
manhattan,51,1127,0.001096,4500,30,30
manhattan,28,509,0.000450,4500,30,30
manhattan,59,1452,0.001424,4500,30,30
manhattan,12,335,0.000327,4500,30,30
dfs,11,2928,0.002706,4500,30,30
dfs,23,5449,0.006100,4500,30,30
dfs,27,6184,0.006882,4500,30,30
dfs,47,9992,0.011855,4500,30,30
dfs,15,4393,0.003807,4500,30,30
dfs,14,2697,0.003695,4500,30,30
dfs,21,4663,0.004821,4500,30,30
dfs,11,2404,0.004057,4500,30,30
dfs,11,2716,0.002855,4500,30,30
dfs,15,4456,0.004522,4500,30,30
ida_dfs,68,2029,0.562458,4500,30,30
ida_dfs,59,2065,0.696547,4500,30,30
ida_dfs,119,3517,1.199032,4500,30,30
ida_dfs,106,3773,1.939925,4500,30,30
ida_dfs,90,3296,0.931056,4500,30,30
ida_dfs,103,3052,0.877733,4500,30,30
ida_dfs,75,2312,0.604217,4500,30,30
ida_dfs,70,1960,0.535909,4500,30,30
ida_dfs,100,3040,0.825000,4500,30,30
ida_dfs,130,3973,1.730627,4500,30,30
raw_hamilton,897,200913,0.186411,4500,30,30
raw_hamilton,897,207378,0.181722,4500,30,30
raw_hamilton,897,197784,0.178947,4500,30,30
raw_hamilton,897,207977,0.187007,4500,30,30
raw_hamilton,897,198507,0.178452,4500,30,30
raw_hamilton,897,200280,0.179170,4500,30,30
raw_hamilton,897,199362,0.178862,4500,30,30
raw_hamilton,897,192457,0.179066,4500,30,30
raw_hamilton,897,205397,0.183388,4500,30,30
raw_hamilton,897,207814,0.187659,4500,30,30
smart_snako,897,82835,118.051369,4500,30,30
smart_snako,897,83160,117.037954,4500,30,30
smart_snako,897,82520,117.057532,4500,30,30
smart_snako,897,81592,117.066924,4500,30,30
smart_snako,897,79614,116.000183,4500,30,30
smart_snako,897,85770,118.910510,4500,30,30
smart_snako,897,83577,119.889881,4500,30,30
smart_snako,897,81129,116.350240,4500,30,30
smart_snako,897,80914,136.800392,4500,30,30
smart_snako,897,81534,131.160668,4500,30,30
random,1,1157,0.000703,4500,30,30
random,2,6335,0.003045,4500,30,30
random,3,5876,0.003668,4500,30,30
random,3,4144,0.002470,4500,30,30
random,4,5687,0.003794,4500,30,30
random,2,1814,0.001026,4500,30,30
random,3,1617,0.000523,4500,30,30
random,3,5897,0.003553,4500,30,30
random,3,6351,0.003207,4500,30,30
random,5,3552,0.003912,4500,30,30
manhattan,31,637,0.000552,4500,30,30
manhattan,41,985,0.000922,4500,30,30
manhattan,54,1258,0.002359,4500,30,30
manhattan,42,986,0.000939,4500,30,30
manhattan,34,843,0.000736,4500,30,30
manhattan,33,615,0.000573,4500,30,30
manhattan,19,449,0.000418,4500,30,30
manhattan,17,368,0.000318,4500,30,30
manhattan,39,821,0.000842,4500,30,30
manhattan,41,909,0.001147,4500,30,30
dfs,32,8271,0.009794,4500,30,30
dfs,12,3515,0.004122,4500,30,30
dfs,19,5198,0.004489,4500,30,30
dfs,24,6658,0.006337,4500,30,30
dfs,33,8302,0.011831,4500,30,30
dfs,17,4679,0.004280,4500,30,30
dfs,7,1106,0.001278,4500,30,30
dfs,26,6462,0.007486,4500,30,30
dfs,29,6070,0.005369,4500,30,30
dfs,8,1700,0.003059,4500,30,30
ida_dfs,80,2471,0.747303,4500,30,30
ida_dfs,59,1900,0.486576,4500,30,30
ida_dfs,68,2152,0.581434,4500,30,30
ida_dfs,75,2276,0.745363,4500,30,30
ida_dfs,51,1438,0.343622,4500,30,30
ida_dfs,96,3082,1.228265,4500,30,30
ida_dfs,80,2063,0.454658,4500,30,30
ida_dfs,96,2829,0.881591,4500,30,30
ida_dfs,97,2810,1.195794,4500,30,30
ida_dfs,98,3280,1.126261,4500,30,30
raw_hamilton,897,198039,0.201548,4500,30,30
raw_hamilton,897,198675,0.194961,4500,30,30
raw_hamilton,897,207769,0.217603,4500,30,30
raw_hamilton,897,209270,0.211766,4500,30,30
raw_hamilton,897,204821,0.221108,4500,30,30
raw_hamilton,897,200027,0.229565,4500,30,30
raw_hamilton,897,203539,0.207038,4500,30,30
raw_hamilton,897,206331,0.207451,4500,30,30
raw_hamilton,897,202696,0.186313,4500,30,30
raw_hamilton,897,208979,0.201260,4500,30,30
smart_snako,897,84288,140.794439,4500,30,30
smart_snako,897,79345,130.777271,4500,30,30
smart_snako,897,81566,137.914170,4500,30,30
smart_snako,897,80644,133.011339,4500,30,30
smart_snako,897,83934,139.039878,4500,30,30
smart_snako,897,81468,129.116502,4500,30,30
smart_snako,897,81466,129.043231,4500,30,30
smart_snako,897,86823,132.492765,4500,30,30
smart_snako,897,81957,126.821695,4500,30,30
smart_snako,897,82280,126.958827,4500,30,30
random,4,5252,0.002005,4500,30,30
random,2,4092,0.001378,4500,30,30
random,1,4529,0.003697,4500,30,30
random,4,3953,0.001795,4500,30,30
random,2,1794,0.001028,4500,30,30
random,5,9204,0.003094,4500,30,30
random,3,4276,0.002308,4500,30,30
random,3,8829,0.004658,4500,30,30
random,2,5673,0.004108,4500,30,30
random,3,5741,0.002780,4500,30,30
manhattan,50,1143,0.001249,4500,30,30
manhattan,32,565,0.000568,4500,30,30
manhattan,40,848,0.001064,4500,30,30
manhattan,28,579,0.000532,4500,30,30
manhattan,11,258,0.000280,4500,30,30
manhattan,21,441,0.000425,4500,30,30
manhattan,25,577,0.000597,4500,30,30
manhattan,51,1021,0.000926,4500,30,30
manhattan,58,1320,0.001622,4500,30,30
manhattan,46,1079,0.001120,4500,30,30
dfs,26,5522,0.006320,4500,30,30
dfs,19,5238,0.005392,4500,30,30
dfs,13,4113,0.003529,4500,30,30
dfs,19,4324,0.004807,4500,30,30
dfs,17,3842,0.003525,4500,30,30
dfs,22,5537,0.008844,4500,30,30
dfs,22,4895,0.004496,4500,30,30
dfs,15,3970,0.003462,4500,30,30
dfs,21,5437,0.004904,4500,30,30
dfs,7,1480,0.001350,4500,30,30
ida_dfs,31,1108,0.393295,4500,30,30
ida_dfs,105,3645,1.206828,4500,30,30
ida_dfs,114,3850,2.485930,4500,30,30
ida_dfs,74,2009,0.483241,4500,30,30
ida_dfs,100,3389,1.045073,4500,30,30
ida_dfs,95,2867,0.758804,4500,30,30
ida_dfs,94,2548,0.618825,4500,30,30
ida_dfs,84,2687,0.894414,4500,30,30
ida_dfs,111,3440,1.176875,4500,30,30
ida_dfs,67,1808,0.438572,4500,30,30
raw_hamilton,897,200927,0.193904,4500,30,30
raw_hamilton,897,203494,0.198995,4500,30,30
raw_hamilton,897,196666,0.195344,4500,30,30
raw_hamilton,897,192908,0.187931,4500,30,30
raw_hamilton,897,206211,0.204368,4500,30,30
raw_hamilton,897,191084,0.175365,4500,30,30
raw_hamilton,897,197922,0.191910,4500,30,30
raw_hamilton,897,203194,0.196387,4500,30,30
raw_hamilton,897,197382,0.189377,4500,30,30
raw_hamilton,897,197679,0.192047,4500,30,30
smart_snako,897,81596,126.766618,4500,30,30
smart_snako,897,80923,129.057110,4500,30,30
smart_snako,897,79948,128.886324,4500,30,30
smart_snako,897,75535,110.054053,4500,30,30
smart_snako,897,81202,115.078433,4500,30,30
smart_snako,897,80820,117.373090,4500,30,30
smart_snako,897,78183,111.989637,4500,30,30
smart_snako,897,83061,118.940875,4500,30,30
smart_snako,897,82990,117.445219,4500,30,30
smart_snako,897,80758,114.491854,4500,30,30
random,1,1846,0.001223,4500,30,30
random,6,6919,0.004287,4500,30,30
random,3,1820,0.000856,4500,30,30
random,3,4293,0.001883,4500,30,30
random,1,2900,0.000297,4500,30,30
random,1,1298,0.000583,4500,30,30
random,4,3343,0.001970,4500,30,30
random,0,4501,0.001264,4500,30,30
random,5,4255,0.002264,4500,30,30
random,3,2354,0.001427,4500,30,30
manhattan,30,587,0.000535,4500,30,30
manhattan,45,1160,0.001075,4500,30,30
manhattan,56,1342,0.001377,4500,30,30
manhattan,27,565,0.000594,4500,30,30
manhattan,22,433,0.000377,4500,30,30
manhattan,33,705,0.001836,4500,30,30
manhattan,35,722,0.000750,4500,30,30
manhattan,40,935,0.000908,4500,30,30
manhattan,30,543,0.000491,4500,30,30
manhattan,36,824,0.000798,4500,30,30
dfs,24,6374,0.006452,4500,30,30
dfs,10,2691,0.002865,4500,30,30
dfs,12,2390,0.002717,4500,30,30
dfs,11,2371,0.002751,4500,30,30
dfs,18,5105,0.005145,4500,30,30
dfs,35,7860,0.007846,4500,30,30
dfs,16,4624,0.005209,4500,30,30
dfs,11,2707,0.002426,4500,30,30
